,Text,Created At,Positive Score,Negative Score,Neutral Score,Compound Score,Account
275,"RT @CNNPolitics: President Trump: ""I am challenging my cabinet to find and remove every single outdated, unlawful and excessive regulation…",Thu Dec 14 19:44:10 +0000 2017,0.078,0.0,0.922,0.1531,CNN
276,"President Trump says his administration has achieved ""regulatory savings"" for the first time in decades: ""For every… https://t.co/3RLrU4CXmp",Thu Dec 14 19:43:00 +0000 2017,0.0,0.0,1.0,0.0,CNN
277,An accomplished British surgeon has admitted branding two of his patients' livers with his initials… https://t.co/vswR6HWWsi,Thu Dec 14 19:39:08 +0000 2017,0.235,0.0,0.765,0.5106,CNN
278,President Trump speaks at the White House as the GOP's tax bill nears final vote. Watch CNN: https://t.co/UYpqI3w42L https://t.co/OcwOF0aPUu,Thu Dec 14 19:34:44 +0000 2017,0.0,0.0,1.0,0.0,CNN
279,"The 20 children and six adults killed five years ago at Sandy Hook Elementary School in Newtown, Connecticut will b… https://t.co/PxedfjAPEs",Thu Dec 14 19:30:13 +0000 2017,0.0,0.184,0.816,-0.6705,CNN
280,"John McCain calls out Trump for his anti-media remarks, saying the President ""must understand his harmful rhetoric… https://t.co/xb95lkKb1s",Thu Dec 14 19:20:07 +0000 2017,0.0,0.0,1.0,0.0,CNN
281,An American diplomat who resigned in disgust last week says she believes the Trump administration is putting Americ… https://t.co/OoWLjnB4SZ,Thu Dec 14 19:09:05 +0000 2017,0.0,0.258,0.742,-0.7096,CNN
282,"House Speaker Paul Ryan has had conversations about his future with friends, who say they believe it's possible he… https://t.co/llVDGpJ55u",Thu Dec 14 18:58:54 +0000 2017,0.14,0.0,0.86,0.4767,CNN
283,"For the first time, eight planets have been found orbiting a distant star, Kepler-90, 2,545 light-years from Earth,… https://t.co/l3L88kTmh9",Thu Dec 14 18:40:11 +0000 2017,0.0,0.0,1.0,0.0,CNN
284,"Residents of Beattyville, Kentucky, voted overwhelmingly for Donald Trump a year ago because he promised them jobs… https://t.co/hqGPKsuNDh",Thu Dec 14 18:32:31 +0000 2017,0.132,0.079,0.789,0.25,CNN
285,"RT @CNNnewsroom: ""Today's a big day for all of us as internet consumers,"" says @LaurieSegallCNN after FCC votes to repeal Obama-era net neu…",Thu Dec 14 18:25:39 +0000 2017,0.0,0.0,1.0,0.0,CNN
286,"JUST IN: The Republican-led Federal Communications Commission votes 3-2, along party lines, to repeal Obama-era net… https://t.co/dOkAKF75J3",Thu Dec 14 18:19:15 +0000 2017,0.144,0.0,0.856,0.4019,CNN
287,"RT @cnni: ""We're sorry, but you don't have access to Web Video Service. Would you like to add it for $9.99 a month?"" Prepare for messages l…",Thu Dec 14 18:14:16 +0000 2017,0.114,0.04,0.845,0.4767,CNN
288,"Roy Moore continues to refuse to concede the Alabama special election, saying in a new video that his campaign is w… https://t.co/Amq0bfZ7PW",Thu Dec 14 18:10:10 +0000 2017,0.113,0.092,0.795,0.128,CNN
289,"“On advice of security, we need to take a brief recess,” Chairman Ajit Pai said after he was handed a note at the F… https://t.co/kEdfp2qVMN",Thu Dec 14 17:59:39 +0000 2017,0.098,0.0,0.902,0.34,CNN
290,Do you have a question about #NetNeutrality? Ask it here and we'll do our best to answer: https://t.co/mcsgBKddN5… https://t.co/t41KNrgImx,Thu Dec 14 17:50:07 +0000 2017,0.198,0.0,0.802,0.6369,CNN
291,"A month after a New York woman died, someone used her identity to campaign against net neutrality… https://t.co/52UodOMZHI",Thu Dec 14 17:40:05 +0000 2017,0.0,0.194,0.806,-0.5574,CNN
292,Two US F-22 stealth fighters fired warning flares during an intercept on Wednesday of Russian jets flying east of t… https://t.co/Mv0nNzhUrP,Thu Dec 14 17:30:13 +0000 2017,0.0,0.333,0.667,-0.7579,CNN
293,Former VP Joe Biden says he owes Anita Hill an apology for not doing more for her during confirmation hearings for… https://t.co/nkMVgT4K2P,Thu Dec 14 17:20:12 +0000 2017,0.054,0.0,0.946,0.0516,CNN
294,"These smart, self-driving buses are being tested in China: https://t.co/xSDP2kh4OQ via CNN Tech https://t.co/ufuQhDNiOC",Thu Dec 14 17:10:03 +0000 2017,0.172,0.0,0.828,0.4019,CNN
295,"The AR-15: How an 'ugly,' unwanted weapon became the most popular rifle in America https://t.co/oA95wDRAk1 https://t.co/bOC5HGF3j9",Thu Dec 14 16:59:06 +0000 2017,0.153,0.203,0.644,-0.0018,CNN
296,"The FCC is meeting to discuss a controversial plan to repeal Obama-era net neutrality protections.

Watch:… https://t.co/85vkvoQ1GC",Thu Dec 14 16:48:57 +0000 2017,0.0,0.107,0.893,-0.2023,CNN
297,"Rick Santorum: President Trump's ""personal antics"" are damaging his agenda https://t.co/Ng9AtCufSg https://t.co/rtqy5Msw7S",Thu Dec 14 16:45:14 +0000 2017,0.0,0.231,0.769,-0.5106,CNN
298,'The Simpsons' predicted Disney would buy Fox in an episode that aired way back in 1998 https://t.co/VbVDHI0tQq https://t.co/nlZkBfnhbd,Thu Dec 14 16:31:09 +0000 2017,0.0,0.0,1.0,0.0,CNN
299,"Discount drugmaker Teva Pharmaceutical says it will slash 14,000 jobs around the world in an attempt to stabilize t… https://t.co/3ChgSvnvXX",Thu Dec 14 16:20:07 +0000 2017,0.0,0.1,0.9,-0.2732,CNN
300,".@MarkSteynOnline: ""I think occasionally, 'Do I really want to be alone with a female employee now?' Who knows how… https://t.co/ymlFeuy6Rs",Fri Dec 15 02:08:13 +0000 2017,0.069,0.103,0.828,-0.1706,Fox News
301,.@seanhannity on James Comey's newly uncovered draft statement on the investigation into @HillaryClinton's emails:… https://t.co/SAssLFiA7G,Fri Dec 15 02:06:21 +0000 2017,0.0,0.0,1.0,0.0,Fox News
302,".@KatiePavlich: ""Feminists have to make a choice - they either want to be treated like men as they claim, and then… https://t.co/R4MCWMLnV4",Fri Dec 15 02:05:01 +0000 2017,0.174,0.0,0.826,0.4215,Fox News
303,".@TuckerCarlson: ""Imagine if you were accused by someone, whose name you didn't know, of a misdeed you couldn't rem… https://t.co/9WnfR8ZVeO",Fri Dec 15 01:45:03 +0000 2017,0.0,0.109,0.891,-0.296,Fox News
304,Officers with the Fairfax County Police Department in Virginia visited Inova Children's Hospital to deliver Christm… https://t.co/tOrrwweYAy,Fri Dec 15 01:42:39 +0000 2017,0.0,0.0,1.0,0.0,Fox News
305,".@AlanDersh: ""Transparency trumps privacy when you're a government official.""  #Tucker https://t.co/VcHhTbZ61h",Fri Dec 15 01:33:42 +0000 2017,0.0,0.0,1.0,0.0,Fox News
306,".@AlanDersh: ""Does anybody want to live under a judicial system where one's freedom depends on whether the conduct… https://t.co/hljaw2kPcj",Fri Dec 15 01:28:19 +0000 2017,0.256,0.0,0.744,0.6705,Fox News
307,".@SenRonJohnson on @HillaryClinton email investigation: ""I have no idea why the @FBI just doesn't come clean and pr… https://t.co/GvdJc8vt4s",Fri Dec 15 01:21:22 +0000 2017,0.0,0.208,0.792,-0.5358,Fox News
308,".@SenRonJohnson on @HillaryClinton email probe: ""This is not an investigation that was serious about uncovering the… https://t.co/EWQPT0yrDy",Fri Dec 15 01:15:08 +0000 2017,0.0,0.075,0.925,-0.0772,Fox News
309,Philadelphia City Council approves bill to remove bulletproof glass from storefronts https://t.co/BwjVPWzoJP,Fri Dec 15 01:00:22 +0000 2017,0.197,0.0,0.803,0.4019,Fox News
310,".@robertjeffress on @POTUS' Israel decision: ""President @realDonaldTrump is not only on the right side of history,… https://t.co/WZ7YnnAuaj",Fri Dec 15 00:59:17 +0000 2017,0.0,0.0,1.0,0.0,Fox News
311,".@robertjeffress on @POTUS' Israel decision: ""I thank President #Trump for having the guts for doing what no other… https://t.co/1H6TYFVY4L",Fri Dec 15 00:57:23 +0000 2017,0.115,0.101,0.783,0.0772,Fox News
312,".@Judgenap: It Doesn't Matter Who Made Edits to Clinton Statement, Comey's Responsible https://t.co/QHptKJsMoE",Fri Dec 15 00:54:22 +0000 2017,0.16,0.075,0.765,0.3018,Fox News
313,Catherine Herridge shares new details about an early draft of then-@FBI Director Comey's statement which recommende… https://t.co/au9cbWPTVX,Fri Dec 15 00:53:58 +0000 2017,0.121,0.0,0.879,0.296,Fox News
314,"Former Clinton Strategist: Mueller, FBI Face 'Crisis in Public Confidence' https://t.co/4BKuNg0AfA",Fri Dec 15 00:52:30 +0000 2017,0.201,0.25,0.549,-0.2023,Fox News
315,".@marcthiessen on @POTUS slashing government regulations: ""What he did today with regulations is hugely important b… https://t.co/UqBi1LBvd6",Fri Dec 15 00:48:57 +0000 2017,0.109,0.109,0.782,-0.0018,Fox News
316,"Matt Bennett on @POTUS slashing government regulations: ""He's not gonna be able to save the Senate based on cutting… https://t.co/m2FZKtkdcz",Fri Dec 15 00:46:55 +0000 2017,0.137,0.09,0.773,0.2732,Fox News
317,".@marcthiessen on 2018 midterm elections: ""@realDonaldTrump doesn't have to have national approval ratings because… https://t.co/y3OOkCV9DG",Fri Dec 15 00:44:26 +0000 2017,0.181,0.0,0.819,0.4767,Fox News
318,".@LarrySabato on 2018 midterm elections: ""Democrats have 10 seats with Democratic senators coming up in states that… https://t.co/Ki6CSuQCB5",Fri Dec 15 00:41:44 +0000 2017,0.0,0.0,1.0,0.0,Fox News
319,"Larry Sabato on Democrats during 2018 midterm elections: ""The out-of-power party tends to be energized at midterm e… https://t.co/hBjewCgpKe",Fri Dec 15 00:37:48 +0000 2017,0.261,0.0,0.739,0.7184,Fox News
320,".@MarkSteynOnline: ""I think occasionally, 'Do I really want to be alone with a female employee now?' Who knows how… https://t.co/ymlFeuy6Rs",Fri Dec 15 02:08:13 +0000 2017,0.069,0.103,0.828,-0.1706,Fox News
321,.@seanhannity on James Comey's newly uncovered draft statement on the investigation into @HillaryClinton's emails:… https://t.co/SAssLFiA7G,Fri Dec 15 02:06:21 +0000 2017,0.0,0.0,1.0,0.0,Fox News
322,".@KatiePavlich: ""Feminists have to make a choice - they either want to be treated like men as they claim, and then… https://t.co/R4MCWMLnV4",Fri Dec 15 02:05:01 +0000 2017,0.174,0.0,0.826,0.4215,Fox News
323,".@TuckerCarlson: ""Imagine if you were accused by someone, whose name you didn't know, of a misdeed you couldn't rem… https://t.co/9WnfR8ZVeO",Fri Dec 15 01:45:03 +0000 2017,0.0,0.109,0.891,-0.296,Fox News
324,Officers with the Fairfax County Police Department in Virginia visited Inova Children's Hospital to deliver Christm… https://t.co/tOrrwweYAy,Fri Dec 15 01:42:39 +0000 2017,0.0,0.0,1.0,0.0,Fox News
325,".@AlanDersh: ""Transparency trumps privacy when you're a government official.""  #Tucker https://t.co/VcHhTbZ61h",Fri Dec 15 01:33:42 +0000 2017,0.0,0.0,1.0,0.0,Fox News
326,".@AlanDersh: ""Does anybody want to live under a judicial system where one's freedom depends on whether the conduct… https://t.co/hljaw2kPcj",Fri Dec 15 01:28:19 +0000 2017,0.256,0.0,0.744,0.6705,Fox News
327,".@SenRonJohnson on @HillaryClinton email investigation: ""I have no idea why the @FBI just doesn't come clean and pr… https://t.co/GvdJc8vt4s",Fri Dec 15 01:21:22 +0000 2017,0.0,0.208,0.792,-0.5358,Fox News
328,".@SenRonJohnson on @HillaryClinton email probe: ""This is not an investigation that was serious about uncovering the… https://t.co/EWQPT0yrDy",Fri Dec 15 01:15:08 +0000 2017,0.0,0.075,0.925,-0.0772,Fox News
329,Philadelphia City Council approves bill to remove bulletproof glass from storefronts https://t.co/BwjVPWzoJP,Fri Dec 15 01:00:22 +0000 2017,0.197,0.0,0.803,0.4019,Fox News
330,".@robertjeffress on @POTUS' Israel decision: ""President @realDonaldTrump is not only on the right side of history,… https://t.co/WZ7YnnAuaj",Fri Dec 15 00:59:17 +0000 2017,0.0,0.0,1.0,0.0,Fox News
331,".@robertjeffress on @POTUS' Israel decision: ""I thank President #Trump for having the guts for doing what no other… https://t.co/1H6TYFVY4L",Fri Dec 15 00:57:23 +0000 2017,0.115,0.101,0.783,0.0772,Fox News
332,".@Judgenap: It Doesn't Matter Who Made Edits to Clinton Statement, Comey's Responsible https://t.co/QHptKJsMoE",Fri Dec 15 00:54:22 +0000 2017,0.16,0.075,0.765,0.3018,Fox News
333,Catherine Herridge shares new details about an early draft of then-@FBI Director Comey's statement which recommende… https://t.co/au9cbWPTVX,Fri Dec 15 00:53:58 +0000 2017,0.121,0.0,0.879,0.296,Fox News
334,"Former Clinton Strategist: Mueller, FBI Face 'Crisis in Public Confidence' https://t.co/4BKuNg0AfA",Fri Dec 15 00:52:30 +0000 2017,0.201,0.25,0.549,-0.2023,Fox News
335,".@marcthiessen on @POTUS slashing government regulations: ""What he did today with regulations is hugely important b… https://t.co/UqBi1LBvd6",Fri Dec 15 00:48:57 +0000 2017,0.109,0.109,0.782,-0.0018,Fox News
336,"Matt Bennett on @POTUS slashing government regulations: ""He's not gonna be able to save the Senate based on cutting… https://t.co/m2FZKtkdcz",Fri Dec 15 00:46:55 +0000 2017,0.137,0.09,0.773,0.2732,Fox News
337,".@marcthiessen on 2018 midterm elections: ""@realDonaldTrump doesn't have to have national approval ratings because… https://t.co/y3OOkCV9DG",Fri Dec 15 00:44:26 +0000 2017,0.181,0.0,0.819,0.4767,Fox News
338,".@LarrySabato on 2018 midterm elections: ""Democrats have 10 seats with Democratic senators coming up in states that… https://t.co/Ki6CSuQCB5",Fri Dec 15 00:41:44 +0000 2017,0.0,0.0,1.0,0.0,Fox News
339,"Larry Sabato on Democrats during 2018 midterm elections: ""The out-of-power party tends to be energized at midterm e… https://t.co/hBjewCgpKe",Fri Dec 15 00:37:48 +0000 2017,0.261,0.0,0.739,0.7184,Fox News
340,".@jasoninthehouse on Comey's draft statement on #Clinton email probe: ""Why are we supposed to just believe everythi… https://t.co/xVIC7yatl3",Fri Dec 15 00:33:58 +0000 2017,0.0,0.0,1.0,0.0,Fox News
341,"Mark Penn on anti-Trump text messages: ""It's pretty obvious here that these text messages are only gonna pile on to… https://t.co/LrRg5uLr3V",Fri Dec 15 00:18:50 +0000 2017,0.138,0.0,0.862,0.4939,Fox News
342,.@kimguilfoyle: Edits on Comey's Clinton Memo Show He 'Overstepped His Bounds' https://t.co/lTgLdPi7vQ,Fri Dec 15 00:16:23 +0000 2017,0.0,0.0,1.0,0.0,Fox News
343,".@MZHemingway: ""Ultimately, we are talking about whether you can trust our @FBI to do a good job investigating peop… https://t.co/F6THU9qUl1",Fri Dec 15 00:07:07 +0000 2017,0.267,0.0,0.733,0.7351,Fox News
344,"""The job of the @FBI is not to decide whom to prosecute, but to present the evidence to professional prosecutors in… https://t.co/43AR0tgfVX",Thu Dec 14 23:57:47 +0000 2017,0.0,0.081,0.919,-0.2144,Fox News
345,"Long Island woman laundered money to ISIS through Bitcoin, prosecutors say https://t.co/XJSQ4Vq3Xi",Thu Dec 14 23:42:03 +0000 2017,0.0,0.0,1.0,0.0,Fox News
346,"RT @MikeEmanuelFox: Not all Republicans are on board with the current tax package - from #SpecialReport with @bretbaier tonight:

https://t…",Thu Dec 14 23:40:51 +0000 2017,0.0,0.0,1.0,0.0,Fox News
347,".@OrrinHatch on tax reform bill: ""It's going to be a major reduction in taxes...We want to hold onto that and I thi… https://t.co/ZJVSQpR4q0",Thu Dec 14 23:31:25 +0000 2017,0.061,0.0,0.939,0.0772,Fox News
348,Female Democratic lawmaker walks back comments on women's wardrobes being an 'invitation' to harassment https://t.co/u3J7YI4QAo,Thu Dec 14 23:19:06 +0000 2017,0.0,0.2,0.8,-0.5423,Fox News
349,"RT @FoxNewsResearch: #StarWars 
•Last Jedi: 9th Star Wars movie since 1977
•Franchise-to-date: $7.3+ billion box office worldwide 
•2015: T…",Thu Dec 14 23:18:18 +0000 2017,0.0,0.167,0.833,-0.5574,Fox News
350,#SantaClaus handed out candy canes to kids during a celebration for the #USSAsheville's arrival at the @USNavy's… https://t.co/7c5S5tcM7c,Thu Dec 14 23:05:28 +0000 2017,0.0,0.0,1.0,0.0,Fox News
351,"Evergreen professor who made anti-white comments resigns, gets $240G settlement https://t.co/X5jGDfzTaX",Thu Dec 14 23:01:10 +0000 2017,0.0,0.187,0.813,-0.3182,Fox News
352,GOP senators hold back support for tax bill over child tax credit https://t.co/NAMfTVdO5G,Thu Dec 14 22:46:50 +0000 2017,0.325,0.0,0.675,0.6486,Fox News
353,".@kimguilfoyle on James Comey ""overstepping his bounds"": ""What it looks like is they actually tried to tip the scal… https://t.co/QmuMC0enkK",Thu Dec 14 22:37:12 +0000 2017,0.116,0.0,0.884,0.3612,Fox News
354,"Comey edits revealed: Remarks on Clinton probe were watered down, documents show https://t.co/jpx1nMxGZ6",Thu Dec 14 22:33:38 +0000 2017,0.0,0.0,1.0,0.0,Fox News
355,"'Draining the Swamp': @POTUS Literally Cuts Red Tape, Touts Historic Regulatory Reform https://t.co/LJYvrUXCzh",Thu Dec 14 22:31:31 +0000 2017,0.0,0.231,0.769,-0.3182,Fox News
356,Ex-NBC News production assistant reveals secret relationship with Matt Lauer https://t.co/Tvj3AmcDdi,Thu Dec 14 22:25:10 +0000 2017,0.0,0.0,1.0,0.0,Fox News
357,"US fighter jets 'head-butt' Russian jets in Syria, US official says https://t.co/GSLnkjCqYT",Thu Dec 14 22:12:11 +0000 2017,0.127,0.0,0.873,0.1531,Fox News
358,Fertility doctor accused of impregnating patients with own sperm receives no jail time https://t.co/gOwHMZKFDN,Thu Dec 14 22:03:15 +0000 2017,0.0,0.268,0.732,-0.5267,Fox News
359,"Lee Carter on Rubio voting ""no"" GOP tax bill: ""I think @marcorubio is trying to be a hero for the middle class.""… https://t.co/FMen8lQi76",Thu Dec 14 22:01:05 +0000 2017,0.146,0.0,0.854,0.5574,Fox News
360,"Arizona man accused of burning down $40,000 Christmas tree https://t.co/0FwYhVX7AB",Thu Dec 14 21:54:52 +0000 2017,0.0,0.196,0.804,-0.296,Fox News
361,"Doug Burns on anti-Trump text messages: ""You're entitled to have your own private political opinion, that's true, b… https://t.co/vvo4S8nIUC",Thu Dec 14 21:43:28 +0000 2017,0.224,0.0,0.776,0.5994,Fox News
362,".@BuckSexton on ISIS threats in NYC: ""In the era of lone wolf Jihadism that we're in right now, you never know. All… https://t.co/yhGYHt7nxk",Thu Dec 14 21:35:26 +0000 2017,0.0,0.189,0.811,-0.5994,Fox News
363,".@BuckSexton on ISIS threats to NYC: ""A big part of how Jihadists pick their targets is symbolism and that's why Ne… https://t.co/XzOTDJyjWA",Thu Dec 14 21:32:17 +0000 2017,0.0,0.118,0.882,-0.4215,Fox News
364,Widow of Kentucky State Rep. Dan Johnson says she'll pursue his seat https://t.co/IgsJfAa02i,Thu Dec 14 21:28:08 +0000 2017,0.0,0.0,1.0,0.0,Fox News
365,Fivo the elf has left the shelf for fun in the snow with the Long Branch Police Department. https://t.co/ldoijqwce9,Thu Dec 14 21:15:26 +0000 2017,0.155,0.0,0.845,0.5106,Fox News
366,"Republicans turn focus to FBI's McCabe over texts on 'insurance' against Trump - via @brookefoxnews
https://t.co/FDiPZyhd1j",Thu Dec 14 21:13:18 +0000 2017,0.0,0.0,1.0,0.0,Fox News
367,Officials confirm first firefighter death in California. https://t.co/KkoA2UoBCD,Thu Dec 14 20:46:32 +0000 2017,0.0,0.358,0.642,-0.5994,Fox News
368,"Moments ago, First Lady Melania Trump released the official 2017 First Couple #Christmas portrait, and wished every… https://t.co/RJ8I2SVG2y",Thu Dec 14 20:36:52 +0000 2017,0.0,0.0,1.0,0.0,Fox News
369,"Moments ago, @FLOTUS released the official 2017 First Couple #Christmas portrait. https://t.co/m5bmlsF6j2",Thu Dec 14 20:31:48 +0000 2017,0.0,0.0,1.0,0.0,Fox News
370,What stays with Fox. https://t.co/8nyD4uw6fJ,Thu Dec 14 20:28:20 +0000 2017,0.0,0.0,1.0,0.0,Fox News
371,What @Disney gets. https://t.co/Mpg6PZUZAg,Thu Dec 14 20:27:58 +0000 2017,0.0,0.0,1.0,0.0,Fox News
372,".@JMFreeSpeech: Is it time for a national ID card to prevent terror attacks? 
https://t.co/W7bSrTJTCD",Thu Dec 14 20:26:41 +0000 2017,0.063,0.362,0.575,-0.7351,Fox News
373,.@SecNielsen: Still Need Congress to Approve Funds for New Border Wall Sections https://t.co/CYsrlbLY79 https://t.co/qpCsGcsUoa,Thu Dec 14 20:23:07 +0000 2017,0.0,0.0,1.0,0.0,Fox News
374,.@POTUS cuts the red tape. https://t.co/GkoTCpEDAr,Thu Dec 14 20:18:22 +0000 2017,0.0,0.306,0.694,-0.296,Fox News
375,".@KatiePavlich: ""Feminists have to make a choice - they either want to be treated like men as they claim, and then… https://t.co/Fb32qs2zZW",Thu Dec 14 20:15:05 +0000 2017,0.174,0.0,0.826,0.4215,Fox News
376,LiAngelo Ball: UCLA Made Me Thank @POTUS After China Shoplifting Arrest https://t.co/FSFyaLaIaA https://t.co/7rNgndveUT,Thu Dec 14 20:12:56 +0000 2017,0.157,0.151,0.692,0.0258,Fox News
377,".@POTUS: ""In 1960, there were approximately 20,000 pages in the code of federal regulations. Today there are over 1… https://t.co/vg9MjrQDZc",Thu Dec 14 20:03:45 +0000 2017,0.0,0.0,1.0,0.0,Fox News
378,"""For the first time in decades, we achieved regulatory savings. Hasn't happened in many decades. We blew our target… https://t.co/DfitBMGpCI",Thu Dec 14 20:03:07 +0000 2017,0.0,0.0,1.0,0.0,Fox News
379,"RT @HARRISFAULKNER: Following the #breakingnews of Speaker Ryan's potential retirement plans, @Kellyannepolls discusses his role in the Hou…",Thu Dec 14 19:49:50 +0000 2017,0.0,0.0,1.0,0.0,Fox News
380,RT @HARRISFAULKNER: .@KellyannePolls comments on the departure of Omarosa from the White House on #OutnumberedOT https://t.co/UACcehLnhl,Thu Dec 14 19:47:51 +0000 2017,0.0,0.0,1.0,0.0,Fox News
381,RT @HARRISFAULKNER: Watch NOW on @OutnumberedOT as @KellyannePolls discusses the Republican Party going into 2018 following the Alabama Sen…,Thu Dec 14 19:46:47 +0000 2017,0.13,0.0,0.87,0.4019,Fox News
382,.@POTUS cuts the red tape. https://t.co/JHDzDnsu3X,Thu Dec 14 19:45:38 +0000 2017,0.0,0.306,0.694,-0.296,Fox News
383,".@POTUS: ""I like @OMAROSA. Omarosa's a good person."" https://t.co/W63v4I3qNe",Thu Dec 14 19:44:52 +0000 2017,0.474,0.0,0.526,0.6597,Fox News
384,".@POTUS: ""We are Americans and the future belongs to us."" https://t.co/BJTcEhSxyy",Thu Dec 14 19:42:27 +0000 2017,0.0,0.0,1.0,0.0,Fox News
385,".@POTUS: ""Truly, we are draining the swamp."" https://t.co/sa46F4hM2K",Thu Dec 14 19:41:57 +0000 2017,0.0,0.0,1.0,0.0,Fox News
386,".@POTUS: ""Regulation is a stealth taxation."" https://t.co/iabZ1bl3sG",Thu Dec 14 19:41:14 +0000 2017,0.0,0.206,0.794,-0.0772,Fox News
387,".@POTUS: ""In 1960, there were approximately 20,000 pages in the code of federal regulations. Today there are over 1… https://t.co/bPjRblwE1R",Thu Dec 14 19:40:24 +0000 2017,0.0,0.0,1.0,0.0,Fox News
388,".@POTUS: ""Cutting through this maze is critical to restoring our nation's competitiveness."" https://t.co/6dWZynl7VL",Thu Dec 14 19:38:54 +0000 2017,0.138,0.237,0.625,-0.1531,Fox News
389,".@POTUS: ""The stock market is soaring to new record levels."" https://t.co/p36roXEKTw",Thu Dec 14 19:37:04 +0000 2017,0.0,0.0,1.0,0.0,Fox News
390,".@POTUS: ""For every one new regulation, we have eliminated 22."" https://t.co/qDn4VvBEZD",Thu Dec 14 19:36:26 +0000 2017,0.0,0.0,1.0,0.0,Fox News
391,".@POTUS: ""For the first time in decades, we achieved regulatory savings. Hasn't happened in many decades. We blew o… https://t.co/2s14xDd8OK",Thu Dec 14 19:35:38 +0000 2017,0.0,0.0,1.0,0.0,Fox News
392,".@POTUS: ""We ordered that for every one new regulation two old regulations must be eliminated."" https://t.co/eGEKWswZQp",Thu Dec 14 19:34:48 +0000 2017,0.0,0.0,1.0,0.0,Fox News
393,Stormy has some explaining to do! https://t.co/lSKsPOReMe https://t.co/Lxwqmz5XZ7,Thu Dec 14 19:23:38 +0000 2017,0.0,0.0,1.0,0.0,Fox News
394,".@replouiegohmert: ""So many on the Special... Counsel's force aren't just biased - they're oozing hatred for Trump… https://t.co/DGPqjlcalp",Thu Dec 14 19:20:01 +0000 2017,0.086,0.2,0.714,-0.5245,Fox News
395,.@PressSec: Admin. strives to be more diverse. https://t.co/mmPwNfvicP,Thu Dec 14 19:17:23 +0000 2017,0.0,0.0,1.0,0.0,Fox News
396,".@carolmswain: ""Faculty and administrators often are instigating [protest], that they are sort of working along wit… https://t.co/X6RQsyzRRY",Thu Dec 14 19:15:06 +0000 2017,0.0,0.0,1.0,0.0,Fox News
397,".@PressSec on Roy Moore concession: ""It should've already taken place."" https://t.co/HDeELGeOCS",Thu Dec 14 19:06:55 +0000 2017,0.0,0.0,1.0,0.0,Fox News
398,".@SecNielsen: ""We're going to have a wall. We're going to have border security, and we're going to protect the home… https://t.co/DjlLHp3eYn",Thu Dec 14 19:05:05 +0000 2017,0.217,0.0,0.783,0.6124,Fox News
399,".@PressSec: ""@POTUS... likes @GDouglasJones and looks forward to meeting him in person."" https://t.co/Mg4DI5TGEs",Thu Dec 14 19:04:20 +0000 2017,0.189,0.0,0.811,0.4215,Fox News
400,Australia child abuse inquiry: Final recommendations released https://t.co/7lqMdJBP4h,Fri Dec 15 01:05:38 +0000 2017,0.0,0.375,0.625,-0.6369,BBC News(World)
401,Lock out https://t.co/J0zm3FYf6d,Fri Dec 15 00:41:55 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
402,Africa's week in pictures https://t.co/a7jeVUpNnk,Fri Dec 15 00:38:38 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
403,Odebrecht scandal: Peru president Kuczynski under pressure to quit https://t.co/3uZbwkHZHp,Fri Dec 15 00:35:13 +0000 2017,0.0,0.389,0.611,-0.6249,BBC News(World)
404,Shroud of doubt https://t.co/pnElJsYpju,Fri Dec 15 00:17:35 +0000 2017,0.0,0.455,0.545,-0.3612,BBC News(World)
405,'Bribing the desperate' https://t.co/aOV358llnD,Fri Dec 15 00:17:35 +0000 2017,0.0,0.434,0.566,-0.3182,BBC News(World)
406,"RT @BBCNorthAmerica: What does it mean to lose your home so late in your life?
For Ernesto, his 81-year-old father's health began to declin…",Fri Dec 15 00:16:07 +0000 2017,0.0,0.105,0.895,-0.4019,BBC News(World)
407,"RT @BBCNorthAmerica: ""If the African American population had not gone out in the numbers that we did and voted, we'd have Roy Moore as our…",Thu Dec 14 23:29:38 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
408,Class of 77 https://t.co/yIJ4I3pbK9,Thu Dec 14 23:20:07 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
409,Venezuela first lady's nephews jailed for drugs https://t.co/0tMdKkRbw9,Thu Dec 14 22:44:38 +0000 2017,0.0,0.314,0.686,-0.4939,BBC News(World)
410,Dalai Lama launches free iPhone app https://t.co/QkeCNhkB0Q,Thu Dec 14 22:21:05 +0000 2017,0.355,0.0,0.645,0.5106,BBC News(World)
411,Disney-Fox: Five things it could mean https://t.co/hRQhpXbc5u,Thu Dec 14 21:38:42 +0000 2017,0.0,0.0,1.0,0.0,BBC News(World)
412,Syria war: US planes 'fire flares' at Russian jets https://t.co/6816RBKTZz,Thu Dec 14 20:33:34 +0000 2017,0.0,0.441,0.559,-0.743,BBC News(World)
413,"#NetNeutrality: What is it, and why does it matter? https://t.co/tABVoaZKAL",Thu Dec 14 20:22:06 +0000 2017,0.109,0.0,0.891,0.0258,BBC News(World)
414,"RT @BBCNorthAmerica: Roy Moore won't concede after the Alabama election, but he will list off what is wrong with America

https://t.co/ro2J…",Thu Dec 14 20:02:59 +0000 2017,0.0,0.172,0.828,-0.631,BBC News(World)
